location_key;location_name;lat;long
1;-90, -180;-90;-180
2;-90, -179;-90;-179
3;-90, -178;-90;-178
4;-90, -177;-90;-177
5;-90, -176;-90;-176
6;-90, -175;-90;-175
7;-90, -174;-90;-174
8;-90, -173;-90;-173
9;-90, -172;-90;-172
10;-90, -171;-90;-171
11;-90, -170;-90;-170
12;-90, -169;-90;-169
13;-90, -168;-90;-168
14;-90, -167;-90;-167
15;-90, -166;-90;-166
16;-90, -165;-90;-165
17;-90, -164;-90;-164
18;-90, -163;-90;-163
19;-90, -162;-90;-162
20;-90, -161;-90;-161
21;-90, -160;-90;-160
22;-90, -159;-90;-159
23;-90, -158;-90;-158
24;-90, -157;-90;-157
25;-90, -156;-90;-156
26;-90, -155;-90;-155
27;-90, -154;-90;-154
28;-90, -153;-90;-153
29;-90, -152;-90;-152
30;-90, -151;-90;-151
31;-90, -150;-90;-150
32;-90, -149;-90;-149
33;-90, -148;-90;-148
34;-90, -147;-90;-147
35;-90, -146;-90;-146
36;-90, -145;-90;-145
37;-90, -144;-90;-144
38;-90, -143;-90;-143
39;-90, -142;-90;-142
40;-90, -141;-90;-141
41;-90, -140;-90;-140
42;-90, -139;-90;-139
43;-90, -138;-90;-138
44;-90, -137;-90;-137
45;-90, -136;-90;-136
46;-90, -135;-90;-135
47;-90, -134;-90;-134
48;-90, -133;-90;-133
49;-90, -132;-90;-132
50;-90, -131;-90;-131
51;-90, -130;-90;-130
52;-90, -129;-90;-129
53;-90, -128;-90;-128
54;-90, -127;-90;-127
55;-90, -126;-90;-126
56;-90, -125;-90;-125
57;-90, -124;-90;-124
58;-90, -123;-90;-123
59;-90, -122;-90;-122
60;-90, -121;-90;-121
61;-90, -120;-90;-120
62;-90, -119;-90;-119
63;-90, -118;-90;-118
64;-90, -117;-90;-117
65;-90, -116;-90;-116
66;-90, -115;-90;-115
67;-90, -114;-90;-114
68;-90, -113;-90;-113
69;-90, -112;-90;-112
70;-90, -111;-90;-111
71;-90, -110;-90;-110
72;-90, -109;-90;-109
73;-90, -108;-90;-108
74;-90, -107;-90;-107
75;-90, -106;-90;-106
76;-90, -105;-90;-105
77;-90, -104;-90;-104
78;-90, -103;-90;-103
79;-90, -102;-90;-102
80;-90, -101;-90;-101
81;-90, -100;-90;-100
82;-90, -99;-90;-99
83;-90, -98;-90;-98
84;-90, -97;-90;-97
85;-90, -96;-90;-96
86;-90, -95;-90;-95
87;-90, -94;-90;-94
88;-90, -93;-90;-93
89;-90, -92;-90;-92
90;-90, -91;-90;-91
91;-90, -90;-90;-90
92;-90, -89;-90;-89
93;-90, -88;-90;-88
94;-90, -87;-90;-87
95;-90, -86;-90;-86
96;-90, -85;-90;-85
97;-90, -84;-90;-84
98;-90, -83;-90;-83
99;-90, -82;-90;-82
100;-90, -81;-90;-81
101;-90, -80;-90;-80
102;-90, -79;-90;-79
103;-90, -78;-90;-78
104;-90, -77;-90;-77
105;-90, -76;-90;-76
106;-90, -75;-90;-75
107;-90, -74;-90;-74
108;-90, -73;-90;-73
109;-90, -72;-90;-72
110;-90, -71;-90;-71
111;-90, -70;-90;-70
112;-90, -69;-90;-69
113;-90, -68;-90;-68
114;-90, -67;-90;-67
115;-90, -66;-90;-66
116;-90, -65;-90;-65
117;-90, -64;-90;-64
118;-90, -63;-90;-63
119;-90, -62;-90;-62
120;-90, -61;-90;-61
121;-90, -60;-90;-60
122;-90, -59;-90;-59
123;-90, -58;-90;-58
124;-90, -57;-90;-57
125;-90, -56;-90;-56
126;-90, -55;-90;-55
127;-90, -54;-90;-54
128;-90, -53;-90;-53
129;-90, -52;-90;-52
130;-90, -51;-90;-51
131;-90, -50;-90;-50
132;-90, -49;-90;-49
133;-90, -48;-90;-48
134;-90, -47;-90;-47
135;-90, -46;-90;-46
136;-90, -45;-90;-45
137;-90, -44;-90;-44
138;-90, -43;-90;-43
139;-90, -42;-90;-42
140;-90, -41;-90;-41
141;-90, -40;-90;-40
142;-90, -39;-90;-39
143;-90, -38;-90;-38
144;-90, -37;-90;-37
145;-90, -36;-90;-36
146;-90, -35;-90;-35
147;-90, -34;-90;-34
148;-90, -33;-90;-33
149;-90, -32;-90;-32
150;-90, -31;-90;-31
151;-90, -30;-90;-30
152;-90, -29;-90;-29
153;-90, -28;-90;-28
154;-90, -27;-90;-27
155;-90, -26;-90;-26
156;-90, -25;-90;-25
157;-90, -24;-90;-24
158;-90, -23;-90;-23
159;-90, -22;-90;-22
160;-90, -21;-90;-21
161;-90, -20;-90;-20
162;-90, -19;-90;-19
163;-90, -18;-90;-18
164;-90, -17;-90;-17
165;-90, -16;-90;-16
166;-90, -15;-90;-15
167;-90, -14;-90;-14
168;-90, -13;-90;-13
169;-90, -12;-90;-12
170;-90, -11;-90;-11
171;-90, -10;-90;-10
172;-90, -9;-90;-9
173;-90, -8;-90;-8
174;-90, -7;-90;-7
175;-90, -6;-90;-6
176;-90, -5;-90;-5
177;-90, -4;-90;-4
178;-90, -3;-90;-3
179;-90, -2;-90;-2
180;-90, -1;-90;-1
181;-90, 0;-90;0
182;-90, 1;-90;1
183;-90, 2;-90;2
184;-90, 3;-90;3
185;-90, 4;-90;4
186;-90, 5;-90;5
187;-90, 6;-90;6
188;-90, 7;-90;7
189;-90, 8;-90;8
190;-90, 9;-90;9
191;-90, 10;-90;10
192;-90, 11;-90;11
193;-90, 12;-90;12
194;-90, 13;-90;13
195;-90, 14;-90;14
196;-90, 15;-90;15
197;-90, 16;-90;16
198;-90, 17;-90;17
199;-90, 18;-90;18
200;-90, 19;-90;19
201;-90, 20;-90;20
202;-90, 21;-90;21
203;-90, 22;-90;22
204;-90, 23;-90;23
205;-90, 24;-90;24
206;-90, 25;-90;25
207;-90, 26;-90;26
208;-90, 27;-90;27
209;-90, 28;-90;28
210;-90, 29;-90;29
211;-90, 30;-90;30
212;-90, 31;-90;31
213;-90, 32;-90;32
214;-90, 33;-90;33
215;-90, 34;-90;34
216;-90, 35;-90;35
217;-90, 36;-90;36
218;-90, 37;-90;37
219;-90, 38;-90;38
220;-90, 39;-90;39
221;-90, 40;-90;40
222;-90, 41;-90;41
223;-90, 42;-90;42
224;-90, 43;-90;43
225;-90, 44;-90;44
226;-90, 45;-90;45
227;-90, 46;-90;46
228;-90, 47;-90;47
229;-90, 48;-90;48
230;-90, 49;-90;49
231;-90, 50;-90;50
232;-90, 51;-90;51
233;-90, 52;-90;52
234;-90, 53;-90;53
235;-90, 54;-90;54
236;-90, 55;-90;55
237;-90, 56;-90;56
238;-90, 57;-90;57
239;-90, 58;-90;58
240;-90, 59;-90;59
241;-90, 60;-90;60
242;-90, 61;-90;61
243;-90, 62;-90;62
244;-90, 63;-90;63
245;-90, 64;-90;64
246;-90, 65;-90;65
247;-90, 66;-90;66
248;-90, 67;-90;67
249;-90, 68;-90;68
250;-90, 69;-90;69
251;-90, 70;-90;70
252;-90, 71;-90;71
253;-90, 72;-90;72
254;-90, 73;-90;73
255;-90, 74;-90;74
256;-90, 75;-90;75
257;-90, 76;-90;76
258;-90, 77;-90;77
259;-90, 78;-90;78
260;-90, 79;-90;79
261;-90, 80;-90;80
262;-90, 81;-90;81
263;-90, 82;-90;82
264;-90, 83;-90;83
265;-90, 84;-90;84
266;-90, 85;-90;85
267;-90, 86;-90;86
268;-90, 87;-90;87
269;-90, 88;-90;88
270;-90, 89;-90;89
271;-90, 90;-90;90
272;-90, 91;-90;91
273;-90, 92;-90;92
274;-90, 93;-90;93
275;-90, 94;-90;94
276;-90, 95;-90;95
277;-90, 96;-90;96
278;-90, 97;-90;97
279;-90, 98;-90;98
280;-90, 99;-90;99
281;-90, 100;-90;100
282;-90, 101;-90;101
283;-90, 102;-90;102
284;-90, 103;-90;103
285;-90, 104;-90;104
286;-90, 105;-90;105
287;-90, 106;-90;106
288;-90, 107;-90;107
289;-90, 108;-90;108
290;-90, 109;-90;109
291;-90, 110;-90;110
292;-90, 111;-90;111
293;-90, 112;-90;112
294;-90, 113;-90;113
295;-90, 114;-90;114
296;-90, 115;-90;115
297;-90, 116;-90;116
298;-90, 117;-90;117
299;-90, 118;-90;118
300;-90, 119;-90;119
301;-90, 120;-90;120
302;-90, 121;-90;121
303;-90, 122;-90;122
304;-90, 123;-90;123
305;-90, 124;-90;124
306;-90, 125;-90;125
307;-90, 126;-90;126
308;-90, 127;-90;127
309;-90, 128;-90;128
310;-90, 129;-90;129
311;-90, 130;-90;130
312;-90, 131;-90;131
313;-90, 132;-90;132
314;-90, 133;-90;133
315;-90, 134;-90;134
316;-90, 135;-90;135
317;-90, 136;-90;136
318;-90, 137;-90;137
319;-90, 138;-90;138
320;-90, 139;-90;139
321;-90, 140;-90;140
322;-90, 141;-90;141
323;-90, 142;-90;142
324;-90, 143;-90;143
325;-90, 144;-90;144
326;-90, 145;-90;145
327;-90, 146;-90;146
328;-90, 147;-90;147
329;-90, 148;-90;148
330;-90, 149;-90;149
331;-90, 150;-90;150
332;-90, 151;-90;151
333;-90, 152;-90;152
334;-90, 153;-90;153
335;-90, 154;-90;154
336;-90, 155;-90;155
337;-90, 156;-90;156
338;-90, 157;-90;157
339;-90, 158;-90;158
340;-90, 159;-90;159
341;-90, 160;-90;160
342;-90, 161;-90;161
343;-90, 162;-90;162
344;-90, 163;-90;163
345;-90, 164;-90;164
346;-90, 165;-90;165
347;-90, 166;-90;166
348;-90, 167;-90;167
349;-90, 168;-90;168
350;-90, 169;-90;169
351;-90, 170;-90;170
352;-90, 171;-90;171
353;-90, 172;-90;172
354;-90, 173;-90;173
355;-90, 174;-90;174
356;-90, 175;-90;175
357;-90, 176;-90;176
358;-90, 177;-90;177
359;-90, 178;-90;178
360;-90, 179;-90;179
361;-90, 180;-90;180
362;-89, -180;-89;-180
363;-89, -179;-89;-179
364;-89, -178;-89;-178
365;-89, -177;-89;-177
366;-89, -176;-89;-176
367;-89, -175;-89;-175
368;-89, -174;-89;-174
369;-89, -173;-89;-173
370;-89, -172;-89;-172
371;-89, -171;-89;-171
372;-89, -170;-89;-170
373;-89, -169;-89;-169
374;-89, -168;-89;-168
375;-89, -167;-89;-167
376;-89, -166;-89;-166
377;-89, -165;-89;-165
378;-89, -164;-89;-164
379;-89, -163;-89;-163
380;-89, -162;-89;-162
381;-89, -161;-89;-161
382;-89, -160;-89;-160
383;-89, -159;-89;-159
384;-89, -158;-89;-158
385;-89, -157;-89;-157
386;-89, -156;-89;-156
387;-89, -155;-89;-155
388;-89, -154;-89;-154
389;-89, -153;-89;-153
390;-89, -152;-89;-152
391;-89, -151;-89;-151
392;-89, -150;-89;-150
393;-89, -149;-89;-149
394;-89, -148;-89;-148
395;-89, -147;-89;-147
396;-89, -146;-89;-146
397;-89, -145;-89;-145
398;-89, -144;-89;-144
399;-89, -143;-89;-143
400;-89, -142;-89;-142
401;-89, -141;-89;-141
402;-89, -140;-89;-140
403;-89, -139;-89;-139
404;-89, -138;-89;-138
405;-89, -137;-89;-137
406;-89, -136;-89;-136
407;-89, -135;-89;-135
408;-89, -134;-89;-134
409;-89, -133;-89;-133
410;-89, -132;-89;-132
411;-89, -131;-89;-131
412;-89, -130;-89;-130
413;-89, -129;-89;-129
414;-89, -128;-89;-128
415;-89, -127;-89;-127
416;-89, -126;-89;-126
417;-89, -125;-89;-125
418;-89, -124;-89;-124
419;-89, -123;-89;-123
420;-89, -122;-89;-122
421;-89, -121;-89;-121
422;-89, -120;-89;-120
423;-89, -119;-89;-119
424;-89, -118;-89;-118
425;-89, -117;-89;-117
426;-89, -116;-89;-116
427;-89, -115;-89;-115
428;-89, -114;-89;-114
429;-89, -113;-89;-113
430;-89, -112;-89;-112
431;-89, -111;-89;-111
432;-89, -110;-89;-110
433;-89, -109;-89;-109
434;-89, -108;-89;-108
435;-89, -107;-89;-107
436;-89, -106;-89;-106
437;-89, -105;-89;-105
438;-89, -104;-89;-104
439;-89, -103;-89;-103
440;-89, -102;-89;-102
441;-89, -101;-89;-101
442;-89, -100;-89;-100
443;-89, -99;-89;-99
444;-89, -98;-89;-98
445;-89, -97;-89;-97
446;-89, -96;-89;-96
447;-89, -95;-89;-95
448;-89, -94;-89;-94
449;-89, -93;-89;-93
450;-89, -92;-89;-92
451;-89, -91;-89;-91
452;-89, -90;-89;-90
453;-89, -89;-89;-89
454;-89, -88;-89;-88
455;-89, -87;-89;-87
456;-89, -86;-89;-86
457;-89, -85;-89;-85
458;-89, -84;-89;-84
459;-89, -83;-89;-83
460;-89, -82;-89;-82
461;-89, -81;-89;-81
462;-89, -80;-89;-80
463;-89, -79;-89;-79
464;-89, -78;-89;-78
465;-89, -77;-89;-77
466;-89, -76;-89;-76
467;-89, -75;-89;-75
468;-89, -74;-89;-74
469;-89, -73;-89;-73
470;-89, -72;-89;-72
471;-89, -71;-89;-71
472;-89, -70;-89;-70
473;-89, -69;-89;-69
474;-89, -68;-89;-68
475;-89, -67;-89;-67
476;-89, -66;-89;-66
477;-89, -65;-89;-65
478;-89, -64;-89;-64
479;-89, -63;-89;-63
480;-89, -62;-89;-62
481;-89, -61;-89;-61
482;-89, -60;-89;-60
483;-89, -59;-89;-59
484;-89, -58;-89;-58
485;-89, -57;-89;-57
486;-89, -56;-89;-56
487;-89, -55;-89;-55
488;-89, -54;-89;-54
489;-89, -53;-89;-53
490;-89, -52;-89;-52
491;-89, -51;-89;-51
492;-89, -50;-89;-50
493;-89, -49;-89;-49
494;-89, -48;-89;-48
495;-89, -47;-89;-47
496;-89, -46;-89;-46
497;-89, -45;-89;-45
498;-89, -44;-89;-44
499;-89, -43;-89;-43
500;-89, -42;-89;-42
501;-89, -41;-89;-41
502;-89, -40;-89;-40
503;-89, -39;-89;-39
504;-89, -38;-89;-38
505;-89, -37;-89;-37
506;-89, -36;-89;-36
507;-89, -35;-89;-35
508;-89, -34;-89;-34
509;-89, -33;-89;-33
510;-89, -32;-89;-32
511;-89, -31;-89;-31
512;-89, -30;-89;-30
513;-89, -29;-89;-29
514;-89, -28;-89;-28
515;-89, -27;-89;-27
516;-89, -26;-89;-26
517;-89, -25;-89;-25
518;-89, -24;-89;-24
519;-89, -23;-89;-23
520;-89, -22;-89;-22
521;-89, -21;-89;-21
522;-89, -20;-89;-20
523;-89, -19;-89;-19
524;-89, -18;-89;-18
525;-89, -17;-89;-17
526;-89, -16;-89;-16
527;-89, -15;-89;-15
528;-89, -14;-89;-14
529;-89, -13;-89;-13
530;-89, -12;-89;-12
531;-89, -11;-89;-11
532;-89, -10;-89;-10
533;-89, -9;-89;-9
534;-89, -8;-89;-8
535;-89, -7;-89;-7
536;-89, -6;-89;-6
537;-89, -5;-89;-5
538;-89, -4;-89;-4
539;-89, -3;-89;-3
540;-89, -2;-89;-2
541;-89, -1;-89;-1
542;-89, 0;-89;0
543;-89, 1;-89;1
544;-89, 2;-89;2
545;-89, 3;-89;3
546;-89, 4;-89;4
547;-89, 5;-89;5
548;-89, 6;-89;6
549;-89, 7;-89;7
550;-89, 8;-89;8
551;-89, 9;-89;9
552;-89, 10;-89;10
553;-89, 11;-89;11
554;-89, 12;-89;12
555;-89, 13;-89;13
556;-89, 14;-89;14
557;-89, 15;-89;15
558;-89, 16;-89;16
559;-89, 17;-89;17
560;-89, 18;-89;18
561;-89, 19;-89;19
562;-89, 20;-89;20
563;-89, 21;-89;21
564;-89, 22;-89;22
565;-89, 23;-89;23
566;-89, 24;-89;24
567;-89, 25;-89;25
568;-89, 26;-89;26
569;-89, 27;-89;27
570;-89, 28;-89;28
571;-89, 29;-89;29
572;-89, 30;-89;30
573;-89, 31;-89;31
574;-89, 32;-89;32
575;-89, 33;-89;33
576;-89, 34;-89;34
577;-89, 35;-89;35
578;-89, 36;-89;36
579;-89, 37;-89;37
580;-89, 38;-89;38
581;-89, 39;-89;39
582;-89, 40;-89;40
583;-89, 41;-89;41
584;-89, 42;-89;42
585;-89, 43;-89;43
586;-89, 44;-89;44
587;-89, 45;-89;45
588;-89, 46;-89;46
589;-89, 47;-89;47
590;-89, 48;-89;48
591;-89, 49;-89;49
592;-89, 50;-89;50
593;-89, 51;-89;51
594;-89, 52;-89;52
595;-89, 53;-89;53
596;-89, 54;-89;54
597;-89, 55;-89;55
598;-89, 56;-89;56
599;-89, 57;-89;57
600;-89, 58;-89;58
601;-89, 59;-89;59
602;-89, 60;-89;60
603;-89, 61;-89;61
604;-89, 62;-89;62
605;-89, 63;-89;63
606;-89, 64;-89;64
607;-89, 65;-89;65
608;-89, 66;-89;66
609;-89, 67;-89;67
610;-89, 68;-89;68
611;-89, 69;-89;69
612;-89, 70;-89;70
613;-89, 71;-89;71
614;-89, 72;-89;72
615;-89, 73;-89;73
616;-89, 74;-89;74
617;-89, 75;-89;75
618;-89, 76;-89;76
619;-89, 77;-89;77
620;-89, 78;-89;78
621;-89, 79;-89;79
622;-89, 80;-89;80
623;-89, 81;-89;81
624;-89, 82;-89;82
625;-89, 83;-89;83
626;-89, 84;-89;84
627;-89, 85;-89;85
628;-89, 86;-89;86
629;-89, 87;-89;87
630;-89, 88;-89;88
631;-89, 89;-89;89
632;-89, 90;-89;90
633;-89, 91;-89;91
634;-89, 92;-89;92
635;-89, 93;-89;93
636;-89, 94;-89;94
637;-89, 95;-89;95
638;-89, 96;-89;96
639;-89, 97;-89;97
640;-89, 98;-89;98
641;-89, 99;-89;99
642;-89, 100;-89;100
643;-89, 101;-89;101
644;-89, 102;-89;102
645;-89, 103;-89;103
646;-89, 104;-89;104
647;-89, 105;-89;105
648;-89, 106;-89;106
649;-89, 107;-89;107
650;-89, 108;-89;108
651;-89, 109;-89;109
652;-89, 110;-89;110
653;-89, 111;-89;111
654;-89, 112;-89;112
655;-89, 113;-89;113
656;-89, 114;-89;114
657;-89, 115;-89;115
658;-89, 116;-89;116
659;-89, 117;-89;117
660;-89, 118;-89;118
661;-89, 119;-89;119
662;-89, 120;-89;120
663;-89, 121;-89;121
664;-89, 122;-89;122
665;-89, 123;-89;123
666;-89, 124;-89;124
667;-89, 125;-89;125
668;-89, 126;-89;126
669;-89, 127;-89;127
670;-89, 128;-89;128
671;-89, 129;-89;129
672;-89, 130;-89;130
673;-89, 131;-89;131
674;-89, 132;-89;132
675;-89, 133;-89;133
676;-89, 134;-89;134
677;-89, 135;-89;135
678;-89, 136;-89;136
679;-89, 137;-89;137
680;-89, 138;-89;138
681;-89, 139;-89;139
682;-89, 140;-89;140
683;-89, 141;-89;141
684;-89, 142;-89;142
685;-89, 143;-89;143
686;-89, 144;-89;144
687;-89, 145;-89;145
688;-89, 146;-89;146
689;-89, 147;-89;147
690;-89, 148;-89;148
691;-89, 149;-89;149
692;-89, 150;-89;150
693;-89, 151;-89;151
694;-89, 152;-89;152
695;-89, 153;-89;153
696;-89, 154;-89;154
697;-89, 155;-89;155
698;-89, 156;-89;156
699;-89, 157;-89;157
700;-89, 158;-89;158
701;-89, 159;-89;159
702;-89, 160;-89;160
703;-89, 161;-89;161
704;-89, 162;-89;162
705;-89, 163;-89;163
706;-89, 164;-89;164
707;-89, 165;-89;165
708;-89, 166;-89;166
709;-89, 167;-89;167
710;-89, 168;-89;168
711;-89, 169;-89;169
712;-89, 170;-89;170
713;-89, 171;-89;171
714;-89, 172;-89;172
715;-89, 173;-89;173
716;-89, 174;-89;174
717;-89, 175;-89;175
718;-89, 176;-89;176
719;-89, 177;-89;177
720;-89, 178;-89;178
721;-89, 179;-89;179
722;-89, 180;-89;180
723;-88, -180;-88;-180
724;-88, -179;-88;-179
725;-88, -178;-88;-178
726;-88, -177;-88;-177
727;-88, -176;-88;-176
728;-88, -175;-88;-175
729;-88, -174;-88;-174
730;-88, -173;-88;-173
731;-88, -172;-88;-172
732;-88, -171;-88;-171
733;-88, -170;-88;-170
734;-88, -169;-88;-169
735;-88, -168;-88;-168
736;-88, -167;-88;-167
737;-88, -166;-88;-166
738;-88, -165;-88;-165
739;-88, -164;-88;-164
740;-88, -163;-88;-163
741;-88, -162;-88;-162
742;-88, -161;-88;-161
743;-88, -160;-88;-160
744;-88, -159;-88;-159
745;-88, -158;-88;-158
746;-88, -157;-88;-157
747;-88, -156;-88;-156
748;-88, -155;-88;-155
749;-88, -154;-88;-154
750;-88, -153;-88;-153
751;-88, -152;-88;-152
752;-88, -151;-88;-151
753;-88, -150;-88;-150
754;-88, -149;-88;-149
755;-88, -148;-88;-148
756;-88, -147;-88;-147
757;-88, -146;-88;-146
758;-88, -145;-88;-145
759;-88, -144;-88;-144
760;-88, -143;-88;-143
761;-88, -142;-88;-142
762;-88, -141;-88;-141
763;-88, -140;-88;-140
764;-88, -139;-88;-139
765;-88, -138;-88;-138
766;-88, -137;-88;-137
767;-88, -136;-88;-136
768;-88, -135;-88;-135
769;-88, -134;-88;-134
770;-88, -133;-88;-133
771;-88, -132;-88;-132
772;-88, -131;-88;-131
773;-88, -130;-88;-130
774;-88, -129;-88;-129
775;-88, -128;-88;-128
776;-88, -127;-88;-127
777;-88, -126;-88;-126
778;-88, -125;-88;-125
779;-88, -124;-88;-124
780;-88, -123;-88;-123
781;-88, -122;-88;-122
782;-88, -121;-88;-121
783;-88, -120;-88;-120
784;-88, -119;-88;-119
785;-88, -118;-88;-118
786;-88, -117;-88;-117
787;-88, -116;-88;-116
788;-88, -115;-88;-115
789;-88, -114;-88;-114
790;-88, -113;-88;-113
791;-88, -112;-88;-112
792;-88, -111;-88;-111
793;-88, -110;-88;-110
794;-88, -109;-88;-109
795;-88, -108;-88;-108
796;-88, -107;-88;-107
797;-88, -106;-88;-106
798;-88, -105;-88;-105
799;-88, -104;-88;-104
800;-88, -103;-88;-103
801;-88, -102;-88;-102
802;-88, -101;-88;-101
803;-88, -100;-88;-100
804;-88, -99;-88;-99
805;-88, -98;-88;-98
806;-88, -97;-88;-97
807;-88, -96;-88;-96
808;-88, -95;-88;-95
809;-88, -94;-88;-94
810;-88, -93;-88;-93
811;-88, -92;-88;-92
812;-88, -91;-88;-91
813;-88, -90;-88;-90
814;-88, -89;-88;-89
815;-88, -88;-88;-88
816;-88, -87;-88;-87
817;-88, -86;-88;-86
818;-88, -85;-88;-85
819;-88, -84;-88;-84
820;-88, -83;-88;-83
821;-88, -82;-88;-82
822;-88, -81;-88;-81
823;-88, -80;-88;-80
824;-88, -79;-88;-79
825;-88, -78;-88;-78
826;-88, -77;-88;-77
827;-88, -76;-88;-76
828;-88, -75;-88;-75
829;-88, -74;-88;-74
830;-88, -73;-88;-73
831;-88, -72;-88;-72
832;-88, -71;-88;-71
833;-88, -70;-88;-70
834;-88, -69;-88;-69
835;-88, -68;-88;-68
836;-88, -67;-88;-67
837;-88, -66;-88;-66
838;-88, -65;-88;-65
839;-88, -64;-88;-64
840;-88, -63;-88;-63
841;-88, -62;-88;-62
842;-88, -61;-88;-61
843;-88, -60;-88;-60
844;-88, -59;-88;-59
845;-88, -58;-88;-58
846;-88, -57;-88;-57
847;-88, -56;-88;-56
848;-88, -55;-88;-55
849;-88, -54;-88;-54
850;-88, -53;-88;-53
851;-88, -52;-88;-52
852;-88, -51;-88;-51
853;-88, -50;-88;-50
854;-88, -49;-88;-49
855;-88, -48;-88;-48
856;-88, -47;-88;-47
857;-88, -46;-88;-46
858;-88, -45;-88;-45
859;-88, -44;-88;-44
860;-88, -43;-88;-43
861;-88, -42;-88;-42
862;-88, -41;-88;-41
863;-88, -40;-88;-40
864;-88, -39;-88;-39
865;-88, -38;-88;-38
866;-88, -37;-88;-37
867;-88, -36;-88;-36
868;-88, -35;-88;-35
869;-88, -34;-88;-34
870;-88, -33;-88;-33
871;-88, -32;-88;-32
872;-88, -31;-88;-31
873;-88, -30;-88;-30
874;-88, -29;-88;-29
875;-88, -28;-88;-28
876;-88, -27;-88;-27
877;-88, -26;-88;-26
878;-88, -25;-88;-25
879;-88, -24;-88;-24
880;-88, -23;-88;-23
881;-88, -22;-88;-22
882;-88, -21;-88;-21
883;-88, -20;-88;-20
884;-88, -19;-88;-19
885;-88, -18;-88;-18
886;-88, -17;-88;-17
887;-88, -16;-88;-16
888;-88, -15;-88;-15
889;-88, -14;-88;-14
890;-88, -13;-88;-13
891;-88, -12;-88;-12
892;-88, -11;-88;-11
893;-88, -10;-88;-10
894;-88, -9;-88;-9
895;-88, -8;-88;-8
896;-88, -7;-88;-7
897;-88, -6;-88;-6
898;-88, -5;-88;-5
899;-88, -4;-88;-4
900;-88, -3;-88;-3
901;-88, -2;-88;-2
902;-88, -1;-88;-1
903;-88, 0;-88;0
904;-88, 1;-88;1
905;-88, 2;-88;2
906;-88, 3;-88;3
907;-88, 4;-88;4
908;-88, 5;-88;5
909;-88, 6;-88;6
910;-88, 7;-88;7
911;-88, 8;-88;8
912;-88, 9;-88;9
913;-88, 10;-88;10
914;-88, 11;-88;11
915;-88, 12;-88;12
916;-88, 13;-88;13
917;-88, 14;-88;14
918;-88, 15;-88;15
919;-88, 16;-88;16
920;-88, 17;-88;17
921;-88, 18;-88;18
922;-88, 19;-88;19
923;-88, 20;-88;20
924;-88, 21;-88;21
925;-88, 22;-88;22
926;-88, 23;-88;23
927;-88, 24;-88;24
928;-88, 25;-88;25
929;-88, 26;-88;26
930;-88, 27;-88;27
931;-88, 28;-88;28
932;-88, 29;-88;29
933;-88, 30;-88;30
934;-88, 31;-88;31
935;-88, 32;-88;32
936;-88, 33;-88;33
937;-88, 34;-88;34
938;-88, 35;-88;35
939;-88, 36;-88;36
940;-88, 37;-88;37
941;-88, 38;-88;38
942;-88, 39;-88;39
943;-88, 40;-88;40
944;-88, 41;-88;41
945;-88, 42;-88;42
946;-88, 43;-88;43
947;-88, 44;-88;44
948;-88, 45;-88;45
949;-88, 46;-88;46
950;-88, 47;-88;47
951;-88, 48;-88;48
952;-88, 49;-88;49
953;-88, 50;-88;50
954;-88, 51;-88;51
955;-88, 52;-88;52
956;-88, 53;-88;53
957;-88, 54;-88;54
958;-88, 55;-88;55
959;-88, 56;-88;56
960;-88, 57;-88;57
961;-88, 58;-88;58
962;-88, 59;-88;59
963;-88, 60;-88;60
964;-88, 61;-88;61
965;-88, 62;-88;62
966;-88, 63;-88;63
967;-88, 64;-88;64
968;-88, 65;-88;65
969;-88, 66;-88;66
970;-88, 67;-88;67
971;-88, 68;-88;68
972;-88, 69;-88;69
973;-88, 70;-88;70
974;-88, 71;-88;71
975;-88, 72;-88;72
976;-88, 73;-88;73
977;-88, 74;-88;74
978;-88, 75;-88;75
979;-88, 76;-88;76
980;-88, 77;-88;77
981;-88, 78;-88;78
982;-88, 79;-88;79
983;-88, 80;-88;80
984;-88, 81;-88;81
985;-88, 82;-88;82
986;-88, 83;-88;83
987;-88, 84;-88;84
988;-88, 85;-88;85
989;-88, 86;-88;86
990;-88, 87;-88;87
991;-88, 88;-88;88
992;-88, 89;-88;89
993;-88, 90;-88;90
994;-88, 91;-88;91
995;-88, 92;-88;92
996;-88, 93;-88;93
997;-88, 94;-88;94
998;-88, 95;-88;95
999;-88, 96;-88;96
1000;-88, 97;-88;97
1001;-88, 98;-88;98
1002;-88, 99;-88;99
1003;-88, 100;-88;100
1004;-88, 101;-88;101
1005;-88, 102;-88;102
1006;-88, 103;-88;103
1007;-88, 104;-88;104
1008;-88, 105;-88;105
1009;-88, 106;-88;106
1010;-88, 107;-88;107
1011;-88, 108;-88;108
1012;-88, 109;-88;109
1013;-88, 110;-88;110
1014;-88, 111;-88;111
1015;-88, 112;-88;112
1016;-88, 113;-88;113
1017;-88, 114;-88;114
1018;-88, 115;-88;115
1019;-88, 116;-88;116
1020;-88, 117;-88;117
1021;-88, 118;-88;118
1022;-88, 119;-88;119
1023;-88, 120;-88;120
1024;-88, 121;-88;121
1025;-88, 122;-88;122
1026;-88, 123;-88;123
1027;-88, 124;-88;124
1028;-88, 125;-88;125
1029;-88, 126;-88;126
1030;-88, 127;-88;127
1031;-88, 128;-88;128
